Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,HouseAge,RemodelAge,TotalBath
643,80,RL,75,13860,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,8,7,1972,1995,Gable,CompShg,Plywood,Wd Sdng,BrkFace,0,2,TA,CBlock,2,Gd,1410,0,542,1952,GasA,Gd,Y,SBrkr,2000,704,0,2704,1,0,2,1,4,1,0,9,Typ,3,TA,Attchd,1972,Fin,2,538,5,TA,Y,269,111,0,0,0,0,MnPrv,0,7,2009,WD,Normal,345000,4656,37,14,3.5
644,60,RL,80,10793,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,5,5,1969,1969,Mansard,CompShg,WdShing,HdBoard,BrkFace,263,3,TA,CBlock,4,No,493,287,0,780,GasA,Ex,Y,SBrkr,780,840,0,1620,0,0,2,1,4,1,3,7,Min1,0,Gd,Attchd,1969,Fin,2,462,5,TA,Y,208,0,0,0,0,0,GdWo,0,4,2007,WD,Normal,152000,2400,38,38,2.5
645,20,FV,85,9187,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,162,0,TA,PConc,0,Mn,1121,0,645,1766,GasA,Ex,Y,SBrkr,1766,0,0,1766,1,0,2,1,2,1,0,7,Typ,1,Gd,Attchd,2009,Fin,3,478,5,TA,Y,195,130,0,0,0,0,Not indicated,0,10,2009,New,Partial,370878,3532,0,0,3.5
646,20,RL,70,10530,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1971,1971,Hip,CompShg,Plywood,Plywood,BrkFace,0,3,TA,CBlock,4,No,282,35,664,981,GasA,TA,Y,SBrkr,981,0,0,981,1,0,1,1,3,1,3,5,Typ,0,Gd,Detchd,1979,Unf,2,576,5,TA,Y,0,312,40,0,0,0,Not indicated,0,3,2007,WD,Normal,143250,1962,36,36,2.5
647,20,RL,60,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1950,1950,Hip,CompShg,MetalSd,MetalSd,BrkFace,0,3,TA,CBlock,3,Not indicated,0,0,0,0,GasA,Gd,Y,SBrkr,1048,0,0,1048,0,0,1,0,3,1,3,7,Min1,0,Gd,Detchd,1950,Unf,2,420,5,TA,Y,0,27,0,0,0,0,Not indicated,0,7,2008,WD,Normal,98300,1048,58,58,1.0
648,20,RL,85,10452,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,216,3,TA,CBlock,4,Mn,500,0,594,1094,GasA,Ex,Y,SBrkr,1094,0,0,1094,0,0,1,0,3,1,3,5,Typ,2,Gd,Attchd,1953,RFn,2,495,5,TA,Y,0,0,0,0,287,0,Not indicated,0,6,2008,WD,Normal,155000,2188,55,55,1.0
649,60,RL,70,7700,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,351,3,TA,CBlock,4,No,0,0,756,756,GasA,TA,Y,SBrkr,1051,788,0,1839,0,0,1,1,4,1,3,7,Typ,1,TA,Attchd,1966,Unf,2,442,5,TA,Y,0,124,216,0,0,0,Not indicated,0,6,2010,WD,Normal,155000,2595,44,44,1.5
650,180,RM,21,1936,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,6,1970,1970,Gable,CompShg,CemntBd,CmentBd,BrkFace,0,3,TA,CBlock,2,Av,131,499,0,630,GasA,Gd,Y,SBrkr,630,0,0,630,1,0,1,0,1,1,3,3,Typ,0,Gd,Not indicated,1978,Not indicated,0,0,3,Not indicated,Y,0,0,0,0,0,0,MnPrv,0,12,2007,WD,Normal,84500,1260,37,37,2.0
651,60,FV,65,8125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,CemntBd,CmentBd,BrkFace,0,2,TA,PConc,2,No,0,0,813,813,GasA,Ex,Y,SBrkr,822,843,0,1665,0,0,2,1,3,1,2,7,Typ,0,Gd,Attchd,2007,RFn,2,562,5,TA,Y,0,0,0,0,0,0,Not indicated,0,5,2008,WD,Normal,205950,2478,1,1,2.5
652,70,RL,60,9084,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,4,5,1940,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,0,3,TA,CBlock,4,Mn,0,0,755,755,GasA,TA,Y,SBrkr,755,755,0,1510,1,0,1,0,4,1,3,7,Typ,1,Gd,Detchd,1940,Unf,1,296,1,Po,P,120,0,0,0,0,0,MnPrv,0,10,2009,WD,Normal,108000,2265,69,59,2.0
653,60,RL,70,8750,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,2,TA,PConc,2,No,0,0,880,880,GasA,Ex,Y,SBrkr,909,807,0,1716,0,0,2,1,2,1,2,7,Typ,1,TA,Attchd,1996,RFn,2,512,5,TA,Y,0,120,0,0,0,0,Not indicated,0,7,2009,WD,Normal,191000,2596,13,13,2.5
654,50,RM,60,10320,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,1906,1995,Gable,CompShg,MetalSd,MetalSd,BrkFace,0,3,TA,CBlock,4,No,0,0,756,756,GasA,Ex,Y,SBrkr,756,713,0,1469,0,0,1,0,3,1,3,7,Typ,0,Gd,Detchd,1906,Unf,1,216,5,TA,Y,57,0,239,0,0,0,MnPrv,0,6,2008,WD,Normal,135000,2225,102,13,1.0
655,20,RL,91,10437,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,6,1995,1995,Hip,CompShg,MetalSd,MetalSd,BrkFace,660,2,Gd,PConc,2,Gd,1696,0,413,2109,GasA,Ex,Y,SBrkr,2113,0,0,2113,1,0,2,1,2,1,2,7,Typ,1,TA,Attchd,1995,Fin,3,839,5,TA,Y,236,46,0,0,0,0,Not indicated,0,8,2008,WD,Normal,350000,4222,13,13,3.5
656,160,RM,21,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,ImStucc,BrkFace,381,3,TA,CBlock,4,No,0,0,525,525,GasA,TA,Y,SBrkr,525,567,0,1092,0,0,1,1,3,1,3,6,Typ,0,Gd,Detchd,1971,Unf,1,264,5,TA,Y,0,0,0,0,0,0,Not indicated,0,3,2010,WD,Family,88000,1617,39,39,1.5
657,20,RL,72,10007,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,2006,Gable,CompShg,HdBoard,HdBoard,BrkFace,54,2,TA,CBlock,4,No,806,0,247,1053,GasA,Ex,Y,SBrkr,1053,0,0,1053,1,0,1,1,3,1,2,5,Typ,0,Gd,Attchd,1959,RFn,1,312,5,TA,Y,0,0,0,0,0,0,MnPrv,0,8,2008,WD,Normal,145500,2106,49,2,2.5
658,70,RL,60,7200,Pave,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,7,6,1931,2000,Gable,CompShg,Stucco,Wd Shng,BrkFace,0,3,Fa,BrkTil,2,No,0,0,776,776,GasA,TA,Y,SBrkr,851,651,0,1502,0,0,1,1,3,1,3,6,Typ,1,Gd,Attchd,1931,RFn,1,270,5,TA,P,0,0,112,0,0,0,MnPrv,0,2,2008,WD,Normal,149000,2278,77,8,1.5
659,50,RL,78,17503,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,3,TA,CBlock,4,No,0,0,912,912,GasA,TA,Y,SBrkr,912,546,0,1458,0,1,1,0,3,1,3,6,Typ,1,Gd,Attchd,1948,Unf,1,330,5,TA,Y,192,0,0,0,0,0,Not indicated,0,1,2010,WD,Abnorml,97500,2370,62,60,1.5
660,20,RL,75,9937,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1964,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,0,3,Gd,PConc,4,No,637,0,849,1486,GasA,Ex,Y,SBrkr,1486,0,0,1486,1,0,1,0,3,1,3,7,Typ,0,Gd,Detchd,1968,Fin,2,480,5,TA,Y,0,0,0,0,0,0,MnPrv,0,3,2009,WD,Normal,167000,2972,45,10,2.0
661,60,RL,70,12384,Pave,Reg,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,233,3,TA,CBlock,2,No,0,0,793,793,GasA,TA,Y,SBrkr,1142,793,0,1935,0,0,2,1,3,1,3,7,Typ,1,TA,Attchd,1976,RFn,2,550,5,TA,Y,0,113,252,0,0,0,Not indicated,0,11,2007,WD,Normal,197900,2728,31,31,2.5
662,60,RL,52,46589,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1994,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,528,2,TA,PConc,2,No,1361,180,88,1629,GasA,Ex,Y,SBrkr,1686,762,0,2448,1,0,2,1,4,1,2,8,Typ,1,TA,Attchd,1994,RFn,3,711,5,TA,Y,517,76,0,0,0,0,Not indicated,0,7,2009,WD,Normal,402000,4077,15,4,3.5
663,20,RL,120,13560,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,3,1968,1968,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,216,3,TA,CBlock,1,No,0,0,1392,1392,GasA,Gd,Y,SBrkr,1392,0,0,1392,1,0,1,0,2,1,3,5,Maj2,2,TA,Attchd,1968,RFn,2,576,5,TA,Y,0,0,240,0,0,0,Not indicated,0,7,2009,WD,Normal,110000,2784,41,41,2.0
664,85,RL,90,10012,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,4,5,1972,1972,Gable,CompShg,Plywood,Plywood,BrkFace,0,3,TA,CBlock,2,Av,920,180,38,1138,GasA,TA,Y,SBrkr,1181,0,0,1181,1,0,2,0,3,1,3,6,Typ,0,Gd,Detchd,1974,RFn,2,588,5,TA,Y,0,0,180,0,0,0,MnPrv,0,4,2008,WD,Normal,137500,2319,36,36,3.0
665,20,RL,49,20896,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,2,TA,PConc,0,Mn,1721,0,356,2077,GasA,Ex,Y,SBrkr,2097,0,0,2097,1,0,1,1,1,1,0,8,Typ,1,Ex,Attchd,2005,Fin,3,1134,5,TA,Y,192,267,0,0,0,0,Not indicated,0,1,2006,New,Partial,423000,4174,1,0,2.5
666,60,RL,106,11194,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,40,2,TA,PConc,2,No,0,0,1406,1406,GasA,Ex,Y,SBrkr,1454,482,0,1936,0,0,2,1,3,1,2,7,Typ,1,TA,Attchd,2000,RFn,2,504,5,TA,Y,188,124,0,0,0,0,Not indicated,0,11,2006,WD,Normal,230500,3342,6,6,2.5
667,60,RL,70,18450,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1965,1979,Flat,Tar&Grv,Plywood,Plywood,BrkCmn,113,3,Gd,CBlock,2,No,187,723,111,1021,GasA,TA,Y,SBrkr,1465,915,0,2380,0,0,2,1,3,1,3,7,Sev,1,Po,CarPort,1965,Unf,2,596,5,TA,Y,0,265,0,0,0,0,Not indicated,0,8,2007,WD,Abnorml,129000,3401,42,28,2.5
668,20,RL,65,8125,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1994,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,258,3,TA,PConc,2,No,1138,0,270,1408,GasA,Ex,Y,SBrkr,1679,0,0,1679,1,0,2,0,3,1,2,7,Typ,1,Fa,Attchd,1994,RFn,2,575,5,TA,Y,224,42,0,0,0,0,Not indicated,0,10,2008,WD,Normal,193500,3087,14,10,3.0
669,20,RL,70,14175,Pave,Reg,Bnk,AllPub,Corner,Mod,Sawyer,Norm,Norm,1Fam,1Story,5,6,1956,1987,Gable,CompShg,CemntBd,Wd Sdng,BrkFace,0,3,TA,CBlock,4,No,988,0,200,1188,GasA,Gd,Y,SBrkr,1437,0,0,1437,1,0,1,1,3,1,3,6,Min2,1,TA,Detchd,1999,Unf,2,576,5,TA,Y,304,0,0,0,0,0,Not indicated,0,11,2006,WD,Normal,168000,2625,50,19,2.5
670,30,RL,80,11600,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,4,5,1922,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,0,3,TA,BrkTil,1,No,0,0,700,700,GasA,Ex,Y,SBrkr,1180,0,0,1180,0,0,1,0,2,1,1,5,Typ,1,Gd,Detchd,1922,Unf,1,252,5,Fa,Y,0,0,67,0,0,0,Not indicated,0,7,2006,WD,Normal,137500,1880,84,56,1.0
671,60,RL,64,8633,Pave,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,2,TA,PConc,2,No,193,0,545,738,GasA,Ex,Y,SBrkr,738,738,0,1476,1,0,2,1,3,1,2,7,Typ,0,Gd,Attchd,2005,Fin,2,540,5,TA,Y,100,35,0,0,0,0,Not indicated,0,2,2009,WD,Normal,173500,2214,4,4,3.5
672,70,RH,54,6629,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,6,6,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,BrkFace,0,3,Gd,BrkTil,4,No,551,0,121,672,GasA,TA,N,SBrkr,697,672,0,1369,1,0,2,0,3,1,3,6,Typ,0,Gd,Detchd,1930,Unf,1,300,5,TA,Y,147,0,0,0,0,0,Not indicated,0,7,2009,WD,Normal,103600,2041,84,59,3.0
673,20,RL,70,11250,Pave,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,0,2,TA,CBlock,2,No,767,0,441,1208,GasA,TA,Y,SBrkr,1208,0,0,1208,1,0,1,1,3,1,3,6,Typ,1,TA,Attchd,1977,RFn,2,546,5,TA,Y,198,42,0,0,0,0,Not indicated,0,6,2006,WD,Normal,165000,2416,29,29,2.5
674,20,RL,110,14442,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,1957,2004,Hip,CompShg,CemntBd,CmentBd,BrkFace,106,3,TA,PConc,4,No,1186,0,291,1477,GasA,Ex,Y,SBrkr,1839,0,0,1839,1,0,2,0,3,1,2,7,Typ,2,TA,Attchd,1957,Fin,2,416,5,TA,Y,0,87,0,0,200,0,Not indicated,0,6,2007,WD,Normal,257500,3316,50,3,3.0
675,20,RL,80,9200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1965,1965,Gable,CompShg,HdBoard,HdBoard,BrkFace,0,3,TA,CBlock,4,No,892,0,244,1136,GasA,TA,Y,SBrkr,1136,0,0,1136,1,0,1,0,3,1,3,5,Typ,1,Gd,Attchd,1965,RFn,1,384,5,TA,Y,426,0,0,0,0,0,Not indicated,0,7,2008,WD,Normal,140000,2272,43,43,2.0
676,160,RL,24,2289,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1978,1978,Gable,CompShg,Plywood,Brk Cmn,BrkFace,0,3,TA,CBlock,4,No,311,0,544,855,GasA,TA,Y,SBrkr,855,586,0,1441,0,0,2,1,3,1,3,7,Typ,1,TA,Attchd,1978,Unf,2,440,5,TA,Y,28,0,0,0,0,0,Not indicated,0,4,2009,WD,Normal,148500,2296,31,31,2.5
677,70,RM,60,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,2,1900,1950,Gable,CompShg,AsbShng,Stucco,BrkFace,0,3,TA,BrkTil,4,No,0,0,1095,1095,GasW,Fa,N,SBrkr,1095,679,0,1774,1,0,2,0,4,2,3,8,Min2,0,Gd,2Types,1920,Unf,3,779,1,Fa,N,0,0,90,0,0,0,Not indicated,0,5,2006,WD,Normal,87000,2869,106,56,3.0
678,30,RL,52,9022,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,8,1924,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,2,TA,BrkTil,4,No,0,0,768,768,GasA,Ex,Y,SBrkr,792,0,0,792,0,0,1,0,2,1,2,5,Typ,0,Gd,Detchd,1924,Unf,1,240,1,Fa,N,316,0,120,0,0,0,Not indicated,0,5,2009,WD,Normal,109500,1560,85,3,1.0
679,20,RL,80,11844,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,464,2,TA,PConc,0,Mn,0,0,2046,2046,GasA,Ex,Y,SBrkr,2046,0,0,2046,0,0,2,1,3,1,2,7,Typ,1,Gd,Attchd,2008,Fin,3,834,5,TA,Y,322,82,0,0,0,0,Not indicated,0,7,2009,New,Partial,372500,4092,1,1,2.5
680,20,RL,70,9945,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,57,3,TA,CBlock,4,No,827,0,161,988,GasA,TA,Y,SBrkr,988,0,0,988,1,0,1,0,3,1,3,5,Typ,0,Gd,Detchd,1963,Unf,2,572,5,TA,Y,0,0,0,0,0,0,Not indicated,0,10,2007,WD,Normal,128500,1976,46,46,2.0
681,120,RL,50,8012,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,0,3,TA,CBlock,2,No,543,119,261,923,GasA,TA,Y,SBrkr,923,0,0,923,0,0,2,0,2,1,3,5,Typ,1,TA,Attchd,1980,RFn,1,264,5,TA,Y,80,0,0,0,0,0,Not indicated,0,5,2010,WD,Normal,143000,1846,30,30,2.0
682,50,RH,55,4500,Pave,IR2,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1932,2000,Gable,CompShg,VinylSd,Stucco,BrkFace,0,3,TA,BrkTil,4,No,182,0,611,793,GasA,Ex,Y,SBrkr,848,672,0,1520,0,0,1,0,3,1,3,6,Typ,0,Gd,Detchd,1968,Unf,1,281,5,TA,Y,0,0,56,0,0,0,Not indicated,0,7,2009,WD,Abnorml,159434,2313,77,9,1.0
683,120,RL,70,2887,Pave,Reg,HLS,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0,3,TA,PConc,2,Mn,1003,0,288,1291,GasA,Ex,Y,SBrkr,1291,0,0,1291,1,0,1,0,2,1,2,6,Typ,1,Gd,Attchd,1996,Unf,2,431,5,TA,Y,307,0,0,0,0,0,Not indicated,0,11,2008,WD,Normal,173000,2582,12,11,2.0
684,20,RL,90,11248,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,Stone,215,2,TA,PConc,2,Av,1059,0,567,1626,GasA,Ex,Y,SBrkr,1668,0,0,1668,1,0,2,0,3,1,2,7,Typ,1,TA,Attchd,2002,Fin,3,702,5,TA,Y,257,45,0,0,0,0,Not indicated,0,7,2007,WD,Normal,285000,3294,5,5,3.0
685,60,RL,58,16770,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,30,2,TA,PConc,2,No,0,0,1195,1195,GasA,Gd,Y,SBrkr,1195,644,0,1839,0,0,2,1,4,1,3,7,Typ,0,Gd,Attchd,1998,Fin,2,486,5,TA,Y,0,81,0,0,0,0,Not indicated,0,6,2010,WD,Normal,221000,3034,12,12,2.5
686,160,RL,70,5062,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,5,1984,1984,Gable,CompShg,HdBoard,HdBoard,BrkFace,0,2,TA,CBlock,2,Mn,828,182,180,1190,GasA,Gd,Y,SBrkr,1190,900,0,2090,1,0,2,0,3,1,2,6,Min1,1,TA,Attchd,1984,Fin,2,577,5,TA,Y,219,0,0,0,0,0,Not indicated,0,9,2007,WD,Normal,207500,3280,23,23,3.0
687,60,FV,84,10207,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,2,TA,PConc,2,No,0,0,874,874,GasA,Ex,Y,SBrkr,874,887,0,1761,0,0,3,0,3,1,2,7,Typ,0,Gd,Attchd,2007,Fin,2,578,5,TA,Y,144,105,0,0,0,0,Not indicated,0,8,2007,New,Partial,227875,2635,0,0,3.0
688,160,FV,70,5105,Pave,IR2,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,BrkFace,0,2,TA,PConc,2,No,239,0,312,551,GasA,Ex,Y,SBrkr,551,551,0,1102,0,0,2,1,2,1,2,4,Typ,0,Gd,Detchd,2004,Unf,2,480,5,TA,Y,0,60,0,0,0,0,Not indicated,0,3,2007,WD,Normal,148800,1653,3,3,2.5
689,20,RL,60,8089,Pave,Reg,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,6,2007,2007,Gable,CompShg,MetalSd,MetalSd,BrkFace,0,2,TA,PConc,2,Av,945,0,474,1419,GasA,Ex,Y,SBrkr,1419,0,0,1419,1,0,2,0,2,1,2,7,Typ,1,Gd,Attchd,2007,RFn,2,567,5,TA,Y,140,0,0,0,0,0,Not indicated,0,10,2007,New,Partial,392000,2838,0,0,3.0
690,120,RL,61,7577,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256,2,TA,PConc,2,Av,20,0,1342,1362,GasA,Ex,Y,SBrkr,1362,0,0,1362,0,0,2,0,2,1,2,6,Typ,1,Gd,Attchd,2005,RFn,2,460,5,TA,Y,192,28,0,0,0,0,Not indicated,0,6,2007,WD,Normal,194700,2724,2,1,2.0
691,120,RM,70,4426,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,147,2,TA,PConc,2,Gd,697,0,151,848,GasA,Ex,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,2,3,Typ,1,TA,Attchd,2004,RFn,2,420,5,TA,Y,149,0,0,0,0,0,Not indicated,0,5,2008,WD,Normal,141000,1696,4,4,2.0
692,60,RL,104,21535,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,6,1994,1995,Gable,WdShngl,HdBoard,HdBoard,BrkFace,1170,0,TA,PConc,0,Gd,1455,0,989,2444,GasA,Ex,Y,SBrkr,2444,1872,0,4316,0,1,3,1,4,1,0,10,Typ,2,Ex,Attchd,1994,Fin,3,832,5,TA,Y,382,50,0,0,0,0,Not indicated,0,1,2007,WD,Normal,755000,6760,13,12,4.0
693,60,RL,42,26178,Pave,IR1,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,2Story,7,5,1989,1990,Hip,CompShg,MetalSd,MetalSd,BrkFace,293,2,TA,PConc,2,Gd,965,0,245,1210,GasA,Ex,Y,SBrkr,1238,1281,0,2519,1,0,2,1,4,1,2,9,Typ,2,Gd,Attchd,1989,RFn,2,628,5,TA,Y,320,27,0,0,0,0,Not indicated,0,4,2006,WD,Normal,335000,3729,17,16,3.5
694,30,RL,60,5400,Pave,Reg,Lvl,AllPub,Corner,Sev,OldTown,Norm,Norm,1Fam,1Story,5,6,1921,1968,Gable,CompShg,MetalSd,MetalSd,BrkFace,0,3,TA,BrkTil,4,No,0,0,1073,1073,GasA,Ex,Y,SBrkr,1073,0,0,1073,0,0,1,0,2,1,3,4,Typ,0,Gd,Detchd,1968,Unf,1,326,5,TA,Y,0,0,112,0,0,0,Not indicated,0,12,2006,WD,Abnorml,108480,2146,85,38,1.0
695,50,RM,51,6120,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0,3,Fa,BrkTil,4,No,0,0,927,927,GasA,TA,Y,SBrkr,1067,472,0,1539,0,0,1,1,3,1,3,5,Typ,0,Gd,Detchd,1995,Unf,2,576,5,TA,Y,112,0,0,0,0,0,MnPrv,0,4,2009,WD,Normal,141500,2466,73,59,1.5
696,20,RL,54,13811,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,6,1987,1987,Gable,CompShg,HdBoard,HdBoard,BrkFace,72,3,TA,CBlock,2,No,980,40,92,1112,GasA,Gd,Y,SBrkr,1137,0,0,1137,1,0,2,0,2,1,2,5,Typ,1,TA,Attchd,1987,Unf,2,551,5,TA,Y,125,0,0,0,0,0,Not indicated,0,7,2006,WD,Normal,176000,2249,19,19,3.0
